annotation,count,percentage
"Intron (ENSMUST00000010044.7/22416, intron 2 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000021665.11/12677, intron 3 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000022327.12/24131, intron 9 of 13)",1,0.007411799584939223
"Intron (ENSMUST00000023151.5/12053, intron 1 of 9)",1,0.007411799584939223
"Intron (ENSMUST00000024123.8/213990, intron 9 of 17)",1,0.007411799584939223
"Intron (ENSMUST00000026585.13/64540, intron 1 of 7)",1,0.007411799584939223
"Intron (ENSMUST00000026625.6/69634, intron 1 of 7)",1,0.007411799584939223
"Intron (ENSMUST00000026698.7/27205, intron 1 of 7)",1,0.007411799584939223
"Intron (ENSMUST00000026973.13/19085, intron 6 of 10)",1,0.007411799584939223
"Intron (ENSMUST00000027740.13/16872, intron 1 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000028113.9/70981, intron 6 of 10)",1,0.007411799584939223
"Intron (ENSMUST00000028663.4/26427, intron 1 of 11)",1,0.007411799584939223
"Intron (ENSMUST00000030376.7/60613, intron 1 of 13)",1,0.007411799584939223
"Intron (ENSMUST00000030439.14/66743, intron 2 of 14)",1,0.007411799584939223
"Intron (ENSMUST00000030439.14/66743, intron 3 of 14)",1,0.007411799584939223
"Intron (ENSMUST00000030687.7/192199, intron 1 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000031591.9/16873, intron 4 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000032347.10/232441, intron 2 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000033419.12/75974, intron 35 of 52)",1,0.007411799584939223
"Intron (ENSMUST00000034961.5/19289, intron 2 of 13)",1,0.007411799584939223
"Intron (ENSMUST00000036113.3/207592, intron 3 of 11)",1,0.007411799584939223
"Intron (ENSMUST00000040261.6/107227, intron 3 of 10)",2,0.014823599169878446
"Intron (ENSMUST00000041730.10/16917, intron 2 of 7)",1,0.007411799584939223
"Intron (ENSMUST00000042054.2/14238, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000042078.9/11695, intron 1 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000042148.5/66230, intron 2 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000043441.12/71458, intron 1 of 13)",5,0.03705899792469612
"Intron (ENSMUST00000043650.7/433940, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000044828.13/329252, intron 1 of 17)",1,0.007411799584939223
"Intron (ENSMUST00000045262.10/229949, intron 10 of 13)",1,0.007411799584939223
"Intron (ENSMUST00000046638.9/216292, intron 5 of 11)",1,0.007411799584939223
"Intron (ENSMUST00000049074.12/19268, intron 5 of 32)",1,0.007411799584939223
"Intron (ENSMUST00000050519.7/243312, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000054871.11/14289, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000056042.5/233810, intron 18 of 30)",1,0.007411799584939223
"Intron (ENSMUST00000057029.4/22654, intron 1 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000060835.11/83560, intron 2 of 30)",4,0.029647198339756892
"Intron (ENSMUST00000064405.7/13837, intron 1 of 16)",1,0.007411799584939223
"Intron (ENSMUST00000065438.12/104010, intron 1 of 11)",1,0.007411799584939223
"Intron (ENSMUST00000069799.2/16367, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000075164.10/16565, intron 1 of 34)",1,0.007411799584939223
"Intron (ENSMUST00000076715.12/18032, intron 1 of 8)",1,0.007411799584939223
"Intron (ENSMUST00000079491.13/56747, intron 1 of 16)",1,0.007411799584939223
"Intron (ENSMUST00000081619.9/14218, intron 5 of 14)",1,0.007411799584939223
"Intron (ENSMUST00000087723.4/18131, intron 2 of 32)",1,0.007411799584939223
"Intron (ENSMUST00000088629.3/22773, intron 2 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000091291.4/16337, intron 2 of 20)",1,0.007411799584939223
"Intron (ENSMUST00000092723.10/239985, intron 4 of 18)",1,0.007411799584939223
"Intron (ENSMUST00000093944.9/15410, intron 1 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000093956.3/327992, intron 5 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000097275.8/18754, intron 1 of 14)",1,0.007411799584939223
"Intron (ENSMUST00000098614.8/622675, intron 5 of 14)",1,0.007411799584939223
"Intron (ENSMUST00000098906.8/330921, intron 2 of 10)",1,0.007411799584939223
"Intron (ENSMUST00000099241.3/56838, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000102514.3/237847, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000102656.3/329934, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000105497.7/14628, intron 2 of 5)",3,0.02223539875481767
"Intron (ENSMUST00000105682.8/68703, intron 1 of 22)",1,0.007411799584939223
"Intron (ENSMUST00000105845.8/13844, intron 3 of 15)",1,0.007411799584939223
"Intron (ENSMUST00000105855.1/230824, intron 1 of 15)",1,0.007411799584939223
"Intron (ENSMUST00000106491.6/229776, intron 5 of 13)",1,0.007411799584939223
"Intron (ENSMUST00000109266.10/228880, intron 16 of 21)",1,0.007411799584939223
"Intron (ENSMUST00000109616.8/52609, intron 2 of 6)",1,0.007411799584939223
"Intron (ENSMUST00000111377.7/110648, intron 4 of 8)",1,0.007411799584939223
"Intron (ENSMUST00000111752.9/13048, intron 2 of 22)",1,0.007411799584939223
"Intron (ENSMUST00000113265.7/74123, intron 1 of 16)",1,0.007411799584939223
"Intron (ENSMUST00000113265.7/74123, intron 13 of 16)",1,0.007411799584939223
"Intron (ENSMUST00000113577.7/241118, intron 1 of 8)",1,0.007411799584939223
"Intron (ENSMUST00000113592.8/20204, intron 1 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000113821.7/26903, intron 32 of 54)",2,0.014823599169878446
"Intron (ENSMUST00000114865.7/110637, intron 1 of 20)",1,0.007411799584939223
"Intron (ENSMUST00000115713.8/100042150, intron 1 of 9)",1,0.007411799584939223
"Intron (ENSMUST00000118196.7/227449, intron 1 of 13)",1,0.007411799584939223
"Intron (ENSMUST00000121440.3/433586, intron 1 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000121799.7/58996, intron 1 of 23)",1,0.007411799584939223
"Intron (ENSMUST00000121925.7/171286, intron 5 of 13)",1,0.007411799584939223
"Intron (ENSMUST00000123224.1/ENSMUST00000123224.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000123933.7/ENSMUST00000123933.7, intron 4 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000124071.8/140477, intron 1 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000125761.7/14073, intron 13 of 14)",1,0.007411799584939223
"Intron (ENSMUST00000127006.1/ENSMUST00000127006.1, intron 2 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000127041.2/67293, intron 2 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000127664.1/108148, intron 1 of 15)",6,0.04447079750963534
"Intron (ENSMUST00000128402.2/668303, intron 3 of 15)",1,0.007411799584939223
"Intron (ENSMUST00000128646.7/218194, intron 3 of 13)",1,0.007411799584939223
"Intron (ENSMUST00000131864.1/ENSMUST00000131864.1, intron 2 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000132122.1/14463, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000132584.7/ENSMUST00000132584.7, intron 2 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000137714.1/ENSMUST00000137714.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000138595.2/381284, intron 1 of 31)",1,0.007411799584939223
"Intron (ENSMUST00000139345.1/ENSMUST00000139345.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000139835.1/102635783, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000140238.1/ENSMUST00000140238.1, intron 1 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000145488.1/ENSMUST00000145488.1, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000146447.7/319865, intron 1 of 5)",2,0.014823599169878446
"Intron (ENSMUST00000146546.1/ENSMUST00000146546.1, intron 2 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000147133.1/381373, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000150482.1/ENSMUST00000150482.1, intron 1 of 1)",2,0.014823599169878446
"Intron (ENSMUST00000151159.1/ENSMUST00000151159.1, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000159627.1/102634844, intron 2 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000163756.1/105980076, intron 1 of 8)",1,0.007411799584939223
"Intron (ENSMUST00000165884.7/20527, intron 2 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000170416.7/102141, intron 16 of 17)",1,0.007411799584939223
"Intron (ENSMUST00000172754.7/14013, intron 2 of 8)",1,0.007411799584939223
"Intron (ENSMUST00000172923.1/15371, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000176950.1/76814, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000180488.7/319970, intron 1 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000180670.2/100038560, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000180921.1/320614, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000181660.7/66297, intron 1 of 3)",2,0.014823599169878446
"Intron (ENSMUST00000181773.1/ENSMUST00000181773.1, intron 2 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000181815.1/ENSMUST00000181815.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000182495.1/101694, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000183110.1/69113, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000183782.7/ENSMUST00000183782.7, intron 1 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000184062.1/ENSMUST00000184062.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000185026.2/ENSMUST00000185026.2, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000185281.6/320203, intron 3 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000185943.1/ENSMUST00000185943.1, intron 1 of 6)",1,0.007411799584939223
"Intron (ENSMUST00000186162.1/ENSMUST00000186162.1, intron 2 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000192949.5/170768, intron 1 of 14)",1,0.007411799584939223
"Intron (ENSMUST00000196243.4/320478, intron 3 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000196793.4/320478, intron 2 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000197148.1/ENSMUST00000197148.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000197383.4/19299, intron 12 of 18)",1,0.007411799584939223
"Intron (ENSMUST00000198139.4/99633, intron 7 of 7)",1,0.007411799584939223
"Intron (ENSMUST00000198586.1/ENSMUST00000198586.1, intron 2 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000203619.2/18488, intron 1 of 22)",1,0.007411799584939223
"Intron (ENSMUST00000204394.2/17059, intron 3 of 5)",2,0.014823599169878446
"Intron (ENSMUST00000206436.1/654804, intron 5 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000207474.1/ENSMUST00000207474.1, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000208511.1/624549, intron 1 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000208824.1/ENSMUST00000208824.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000210246.1/54352, intron 4 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000210378.1/ENSMUST00000210378.1, intron 3 of 7)",2,0.014823599169878446
"Intron (ENSMUST00000211002.1/76615, intron 1 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000211068.1/ENSMUST00000211068.1, intron 1 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000211882.1/71069, intron 2 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000218376.1/104798, intron 1 of 6)",1,0.007411799584939223
"Intron (ENSMUST00000220518.1/11906, intron 2 of 15)",1,0.007411799584939223
"Intron (ENSMUST00000224916.1/69955, intron 6 of 7)",1,0.007411799584939223
"Intron (ENSMUST00000225048.1/ENSMUST00000225048.1, intron 3 of 3)",1,0.007411799584939223
"Intron (ENSMUST00000225654.1/ENSMUST00000225654.1, intron 3 of 5)",1,0.007411799584939223
"Intron (ENSMUST00000226170.1/223433, intron 1 of 8)",1,0.007411799584939223
"Intron (ENSMUST00000230234.1/ENSMUST00000230234.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000230913.1/102800312, intron 1 of 6)",1,0.007411799584939223
"Intron (ENSMUST00000231068.1/ENSMUST00000231068.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000231716.1/12519, intron 5 of 6)",2,0.014823599169878446
"Intron (ENSMUST00000234514.1/ENSMUST00000234514.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000234950.1/ENSMUST00000234950.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000236133.1/ENSMUST00000236133.1, intron 1 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000236133.1/ENSMUST00000236133.1, intron 2 of 4)",1,0.007411799584939223
"Intron (ENSMUST00000236587.1/ENSMUST00000236587.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000236629.1/ENSMUST00000236629.1, intron 2 of 2)",1,0.007411799584939223
"Intron (ENSMUST00000238044.1/ENSMUST00000238044.1, intron 1 of 1)",1,0.007411799584939223
"Intron (ENSMUST00000238850.1/ENSMUST00000238850.1, intron 13 of 13)",1,0.007411799584939223
Promoter (1-2kb),320,2.3717758671805518
Promoter (2-3kb),215,1.593536910761933
Promoter (<=1kb),11485,85.12451823302698
